ID	symbol	chromosome	start	stop
ENSG00000143375	CGN	14	589452	589952
ENSG00000160392	C19ORF47	9	922479	922979
ENSG00000147164	SNX12	19	895529	896029
ENSG00000184347	SLIT3	4	981909	982409
ENSG00000173610	UGT2A1	17	626262	626762
ENSG00000238083	LRRC37A2	7	288695	289195
ENSG00000078900	TP73	7	146709	147209
ENSG00000106723	SPIN1	3	94567	95067
ENSG00000125107	CNOT1	17	61628	62128
ENSG00000178685	PARP10	2	177582	178082
ENSG00000169738	DCXR	6	918153	918653
ENSG00000143570	SLC39A1	7	309050	309550
ENSG00000198482	ZNF808	10	952636	953136
ENSG00000198483	ANKRD35	10	292408	292908
ENSG00000143575	HAX1	14	743434	743934
ENSG00000134376	CRB1	17	81368	81868
ENSG00000104915	STX10	1	333572	334072
ENSG00000018280	SLC11A1	2	206087	206587
ENSG00000256188	TAS2R30	18	795051	795551
ENSG00000105701	FKBP8	6	946160	946660
ENSG00000139144	PIK3C2G	1	797791	798291
ENSG00000139146	FAM60A	9	748129	748629
ENSG00000116962	NID1	19	421470	421970
ENSG00000228253	MT-ATP8	16	320561	321061
ENSG00000119686	FLVCR2	14	247964	248464
ENSG00000213639	PPP1CB	7	776841	777341
ENSG00000177125	ZBTB34	5	899277	899777
ENSG00000173418	NAA20	13	649022	649522
ENSG00000103222	ABCC1	16	321019	321519
ENSG00000104774	MAN2B1	2	17108	17608
ENSG00000070371	CLTCL1	20	920789	921289
ENSG00000103226	NOMO3	22	150701	151201
ENSG00000103227	LMF1	18	732417	732917
ENSG00000096401	CDC5L	9	211296	211796
ENSG00000102172	SMS	17	943118	943618
ENSG00000261701	HPR	19	360262	360762
ENSG00000185739	SRL	11	132009	132509
ENSG00000204860	FAM201A	8	582071	582571
ENSG00000178562	CD28	8	290803	291303
ENSG00000102178	UBL4A	19	27267	27767
ENSG00000120088	CRHR1	22	917939	918439
ENSG00000120087	ENSG00000120087	4	159193	159693
ENSG00000099282	TSPAN15	4	554283	554783
ENSG00000197283	SYNGAP1	17	615062	615562
ENSG00000180573	HIST1H2AC	22	937841	938341
ENSG00000092529	CAPN3	13	259247	259747
ENSG00000180574	EIF2S3L	14	327770	328270
ENSG00000248485	PCP4L1	18	973864	974364
ENSG00000123415	SMUG1	18	859126	859626
ENSG00000123416	TUBA1B	9	245051	245551
ENSG00000123411	IKZF4	2	414948	415448
ENSG00000160959	LRRC14	11	767850	768350
ENSG00000140374	ETFA	14	323294	323794
ENSG00000198846	TOX	17	157866	158366
ENSG00000107099	DOCK8	15	11689	12189
ENSG00000177425	PAWR	9	131358	131858
ENSG00000106327	TFR2	10	998457	998957
ENSG00000177427	SMCR7	2	900120	900620
ENSG00000177426	TGIF1	8	925114	925614
ENSG00000143398	PIP5K1A	7	615774	616274
ENSG00000177932	ZNF354C	3	35497	35997
ENSG00000134594	RAB33A	9	75914	76414
ENSG00000198225	FKBP1C	9	939377	939877
ENSG00000134597	RBMX2	3	744726	745226
ENSG00000143390	RFX5	17	756709	757209
ENSG00000146063	TRIM41	9	50540	51040
ENSG00000106328	FSCN3	12	870516	871016
ENSG00000198223	CSF2RA	1	712348	712848
ENSG00000155850	SLC26A2	22	300452	300952
ENSG00000171307	ZDHHC16	7	258112	258612
ENSG00000120885	CLU	20	460276	460776
ENSG00000031698	SARS	15	80591	81091
ENSG00000171302	CANT1	9	35567	36067
ENSG00000171303	KCNK3	12	547130	547630
ENSG00000149547	EI24	11	675698	676198
ENSG00000031691	CENPQ	17	186480	186980
ENSG00000111897	SERINC1	1	747205	747705
ENSG00000124508	BTN2A2	10	477961	478461
ENSG00000142627	EPHA2	9	130895	131395
ENSG00000179152	TCAIM	14	338247	338747
ENSG00000179151	EDC3	4	625929	626429
ENSG00000196235	SUPT5H	12	112159	112659
ENSG00000142621	FHAD1	16	709642	710142
ENSG00000107897	ACBD5	13	981414	981914
ENSG00000107890	ANKRD26	20	56824	57324
ENSG00000176884	GRIN1	22	44223	44723
ENSG00000068305	MEF2A	15	706397	706897
ENSG00000176887	SOX11	3	411558	412058
ENSG00000127472	PLA2G5	5	554205	554705
ENSG00000120910	PPP3CC	5	228075	228575
ENSG00000169045	HNRNPH1	5	398954	399454
ENSG00000169047	IRS1	21	854827	855327
ENSG00000068654	POLR1A	5	334994	335494
ENSG00000064886	CHI3L2	8	285903	286403
ENSG00000169515	CCDC8	18	517774	518274
ENSG00000163617	KIAA1407	22	107647	108147
ENSG00000130477	UNC13A	19	953871	954371
ENSG00000177683	THAP5	10	596688	597188
ENSG00000241978	AKAP2	15	211434	211934
ENSG00000177685	EFCAB4A	10	371760	372260
ENSG00000152242	C18ORF25	1	252229	252729
ENSG00000163611	SPICE1	22	249214	249714
ENSG00000177688	SUMO4	19	786361	786861
ENSG00000183172	SMDT1	21	596511	597011
ENSG00000167550	RHEBL1	14	681376	681876
ENSG00000168646	AXIN2	3	971655	972155
ENSG00000179038	AP001885.1	6	73747	74247
ENSG00000185989	RASA3	16	791773	792273
ENSG00000074370	ATP2A3	21	891151	891651
ENSG00000159023	EPB41	12	621144	621644
ENSG00000062485	CS	19	714901	715401
ENSG00000230797	YY2	20	969607	970107
ENSG00000176087	SLC35A4	12	854546	855046
ENSG00000176083	ZNF683	22	693897	694397
ENSG00000196581	AJAP1	7	88510	89010
ENSG00000253910	PCDHGB2	13	896705	897205
ENSG00000091879	ANGPT2	8	52053	52553
ENSG00000065882	TBC1D1	13	105159	105659
ENSG00000181045	SLC26A11	18	997557	998057
ENSG00000102683	SGCG	2	203855	204355
ENSG00000071967	CYBRD1	11	896971	897471
ENSG00000174175	SELP	6	954866	955366
ENSG00000127083	OMD	4	976747	977247
ENSG00000127080	IPPK	16	816110	816610
ENSG00000127081	ZNF484	5	911928	912428
ENSG00000166398	KIAA0355	20	160923	161423
ENSG00000127084	FGD3	4	946625	947125
ENSG00000131944	C19ORF40	15	202582	203082
ENSG00000166394	CYB5R2	15	834160	834660
ENSG00000225526	C3ORF83	1	191205	191705
ENSG00000166391	MOGAT2	2	134396	134896
ENSG00000131941	RHPN2	11	712065	712565
ENSG00000172757	CFL1	8	332325	332825
ENSG00000146926	ASB10	1	933066	933566
ENSG00000152822	GRM1	6	288983	289483
ENSG00000033800	PIAS1	17	304390	304890
ENSG00000152795	HNRPDL	4	530944	531444
ENSG00000169018	FEM1B	13	843443	843943
ENSG00000198633	ZNF534	19	828381	828881
ENSG00000138430	OLA1	7	387425	387925
ENSG00000146700	SRCRB4D	14	457613	458113
ENSG00000146701	MDH2	5	112643	113143
ENSG00000196230	ENSG00000196230	16	119101	119601
ENSG00000182986	ZNF320	6	623729	624229
ENSG00000164112	TMEM155	13	822692	823192
ENSG00000112078	KCTD20	17	623756	624256
ENSG00000133019	CHRM3	10	926387	926887
ENSG00000144410	CPO	6	507147	507647
ENSG00000181274	FRAT2	4	962985	963485
ENSG00000172794	RAB37	22	741429	741929
ENSG00000182224	CYB5D1	7	122252	122752
ENSG00000118705	RPN2	16	898994	899494
ENSG00000240764	PCDHGC5	5	157032	157532
ENSG00000182220	ATP6AP2	19	423217	423717
ENSG00000123610	TNFAIP6	19	745746	746246
ENSG00000244045	TMEM199	20	343082	343582
ENSG00000166173	LARP6	12	500481	500981
ENSG00000178386	ZNF223	12	711771	712271
ENSG00000241563	CORT	7	644855	645355
ENSG00000047315	POLR2B	7	760083	760583
ENSG00000128641	MYO1B	10	784776	785276
ENSG00000167037	SGSM1	4	425764	426264
ENSG00000171865	RNASEH1	15	606600	607100
ENSG00000116035	VAX2	14	269407	269907
ENSG00000149781	FERMT3	6	169429	169929
ENSG00000168542	COL3A1	20	18425	18925
ENSG00000184682	C11ORF89	21	805974	806474
ENSG00000116703	PDC	16	427727	428227
ENSG00000171863	RPS7	4	779453	779953
ENSG00000144712	CAND2	19	587779	588279
ENSG00000130772	MED18	6	832669	833169
ENSG00000171862	PTEN	5	291806	292306
ENSG00000169989	TIGD4	9	167567	168067
ENSG00000164823	OSGIN2	2	556920	557420
ENSG00000242265	PEG10	11	796705	797205
ENSG00000164828	SUN1	20	629542	630042
ENSG00000172432	GTPBP2	20	646995	647495
ENSG00000256391	SDIM1	1	241509	242009
ENSG00000142082	SIRT3	20	283013	283513
ENSG00000091129	NRCAM	12	866343	866843
ENSG00000091128	LAMB4	17	67657	68157
ENSG00000092978	GPATCH2	8	980145	980645
ENSG00000057593	F7	13	138284	138784
ENSG00000091651	ORC6	15	477874	478374
ENSG00000120162	MOB3B	20	23163	23663
ENSG00000186684	CYP27C1	5	282049	282549
ENSG00000186687	LYRM7	17	818424	818924
ENSG00000204257	ENSG00000204257	12	153031	153531
ENSG00000226397	C12ORF77	2	740678	741178
ENSG00000221870	TMEM257	15	648715	649215
ENSG00000204252	ENSG00000204252	11	264390	264890
ENSG00000169981	ZNF35	4	86895	87395
ENSG00000105357	MYH14	12	304476	304976
ENSG00000035862	TIMP2	5	308197	308697
ENSG00000119471	HSDL2	12	24044	24544
ENSG00000070526	ST6GALNAC1	21	947616	948116
ENSG00000090382	LYZ	17	835944	836444
ENSG00000159915	ZNF233	16	888821	889321
ENSG00000116212	LRRC42	17	501018	501518
ENSG00000159917	ZNF235	20	714092	714592
ENSG00000104129	DNAJC17	13	522860	523360
ENSG00000167034	NKX3-1	9	396845	397345
ENSG00000151572	ANO4	15	312964	313464
ENSG00000172538	FAM170B	13	982435	982935
ENSG00000106034	CPED1	13	221073	221573
ENSG00000130590	SAMD10	3	469704	470204
ENSG00000130592	LSP1	15	548594	549094
ENSG00000143110	C1ORF162	15	38057	38557
ENSG00000130595	TNNT3	14	756522	757022
ENSG00000130598	TNNI2	3	540192	540692
ENSG00000241058	NSUN6	20	750933	751433
ENSG00000260001	TGFBR3L	1	908580	909080
ENSG00000165156	ZHX1	17	390602	391102
ENSG00000137876	RSL24D1	22	733113	733613
ENSG00000185792	NLRP9	15	451612	452112
ENSG00000107020	PLGRKT	14	76948	77448
ENSG00000173226	IQCB1	6	309393	309893
ENSG00000129682	FGF13	7	910155	910655
ENSG00000129680	MAP7D3	5	545817	546317
ENSG00000160949	TONSL	12	855151	855651
ENSG00000166257	SCN3B	15	751809	752309
ENSG00000173557	C2ORF70	3	437524	438024
ENSG00000185798	WDR53	6	646148	646648
ENSG00000196704	AMZ2	1	934099	934599
ENSG00000174307	PHLDA3	4	989821	990321
ENSG00000174306	ZHX3	8	491664	492164
ENSG00000121101	TEX14	17	232644	233144
ENSG00000196700	ZNF512B	3	464585	465085
ENSG00000143498	TAF1A	16	463257	463757
ENSG00000154328	NEIL2	3	607361	607861
ENSG00000154639	CXADR	14	952378	952878
ENSG00000167193	CRK	17	159557	160057
ENSG00000141161	UNC45B	13	536111	536611
ENSG00000204291	COL15A1	18	115311	115811
ENSG00000197077	KIAA1671	4	662648	663148
ENSG00000065717	TLE2	2	114999	115499
ENSG00000105697	HAMP	21	661854	662354
ENSG00000175305	CCNE2	16	43736	44236
ENSG00000160877	NACC1	13	726972	727472
ENSG00000175309	AGXT2L2	13	463523	464023
ENSG00000120278	PLEKHG1	14	365532	366032
ENSG00000130731	C16ORF13	8	561946	562446
ENSG00000130733	YIPF2	17	78345	78845
ENSG00000126822	PLEKHG3	2	827010	827510
ENSG00000126821	SGPP1	6	724369	724869
ENSG00000113240	CLK4	5	279254	279754
ENSG00000187257	RSBN1L	5	366234	366734
ENSG00000113248	PCDHB15	7	925712	926212
ENSG00000240303	ACAD11	5	334578	335078
ENSG00000145425	RPS3A	3	791324	791824
ENSG00000137699	TRIM29	2	365630	366130
ENSG00000145936	KCNMB1	6	313955	314455
ENSG00000185245	GP1BA	13	316791	317291
ENSG00000185246	PRPF39	8	567584	568084
ENSG00000185247	MAGEA11	2	758650	759150
ENSG00000184005	ST6GALNAC3	16	217970	218470
ENSG00000186281	GPAT2	11	344624	345124
ENSG00000145428	RNF175	17	210524	211024
ENSG00000186994	KANK3	2	836235	836735
ENSG00000203805	PPAPDC1A	16	824346	824846
ENSG00000089692	LAG3	8	546260	546760
ENSG00000072121	ZFYVE26	11	279119	279619
ENSG00000164967	RPP25L	6	25170	25670
ENSG00000081377	CDC14B	13	770544	771044
ENSG00000111554	MDM1	13	175574	176074
ENSG00000174796	THAP6	19	803937	804437
ENSG00000197614	MFAP5	6	502106	502606
ENSG00000139304	PTPRQ	2	433230	433730
ENSG00000197616	MYH6	9	93225	93725
ENSG00000187624	C17ORF97	9	64371	64871
ENSG00000079112	CDH17	6	346007	346507
ENSG00000188938	FAM120AOS	19	837786	838286
ENSG00000180964	TCEAL8	11	938371	938871
ENSG00000087237	CETP	21	707529	708029
ENSG00000185305	ARL15	18	611386	611886
ENSG00000158985	CDC42SE2	16	117202	117702
ENSG00000113068	PFDN1	11	187344	187844
ENSG00000073614	KDM5A	11	460401	460901
ENSG00000174021	GNG5	8	195795	196295
ENSG00000162702	ZNF281	15	675754	676254
ENSG00000160256	FAM207A	20	249656	250156
ENSG00000125257	ABCC4	18	133967	134467
ENSG00000248098	ENSG00000248098	6	450086	450586
ENSG00000160255	ITGB2	5	632108	632608
ENSG00000158773	USF1	3	720938	721438
ENSG00000007968	E2F2	16	759817	760317
ENSG00000162877	PM20D1	7	122806	123306
ENSG00000172890	NADSYN1	7	240646	241146
ENSG00000186407	CD300E	14	577596	578096
ENSG00000100926	ENSG00000100926	4	652024	652524
ENSG00000166823	MESP1	17	973800	974300
ENSG00000137200	FTSJD2	15	151287	151787
ENSG00000166822	TMEM170A	6	158935	159435
ENSG00000117598	LPPR5	3	123778	124278
ENSG00000158458	NRG2	13	950404	950904
ENSG00000166821	PEX11A	2	803924	804424
ENSG00000235109	ZSCAN31	12	243298	243798
ENSG00000260916	CCPG1	2	241083	241583
ENSG00000135604	STX11	9	229012	229512
ENSG00000182118	FAM89A	21	76657	77157
ENSG00000134324	LPIN1	15	118490	118990
ENSG00000168356	SCN11A	16	64329	64829
ENSG00000176659	C20ORF197	11	245448	245948
ENSG00000176658	MYO1D	11	275856	276356
ENSG00000184811	TUSC5	5	37592	38092
ENSG00000142409	ZNF787	9	493172	493672
ENSG00000068796	KIF2A	7	978001	978501
ENSG00000213398	LCAT	22	302824	303324
ENSG00000147168	IL2RG	12	99583	100083
ENSG00000178149	DALRD3	13	866452	866952
ENSG00000213380	ENSG00000213380	14	290416	290916
ENSG00000143520	FLG2	15	783484	783984
ENSG00000197020	ZNF100	16	832169	832669
ENSG00000143493	INTS7	17	148379	148879
ENSG00000143140	GJA5	5	625453	625953
ENSG00000198035	AGAP9	7	551868	552368
ENSG00000198034	RPS4X	10	892440	892940
ENSG00000154240	CEP112	12	447969	448469
ENSG00000143494	VASH2	9	213677	214177
ENSG00000198039	ZNF273	19	119576	120076
ENSG00000134748	PRPF38A	19	111690	112190
ENSG00000143499	SMYD2	9	898960	899460
ENSG00000188428	BLOC1S5	10	678875	679375
ENSG00000171155	C1GALT1C1	3	311276	311776
ENSG00000162631	NTNG1	20	193233	193733
ENSG00000131711	MAP1B	22	258710	259210
ENSG00000184719	RNLS	11	485970	486470
ENSG00000174501	ANKRD36C	16	193581	194081
ENSG00000176438	SYNE3	16	716691	717191
ENSG00000165733	BMS1	3	30368	30868
ENSG00000176435	CLEC14A	3	533223	533723
ENSG00000181827	RFX7	10	68677	69177
ENSG00000165730	STOX1	10	82469	82969
ENSG00000112394	SLC16A10	14	125930	126430
ENSG00000085831	TTC39A	12	864486	864986
ENSG00000087085	ACHE	7	193965	194465
ENSG00000165731	RET	6	269730	270230
ENSG00000085832	EPS15	12	459419	459919
ENSG00000084623	EIF3I	22	471691	472191
ENSG00000145721	LIX1	22	428940	429440
ENSG00000204410	ENSG00000204410	16	781652	782152
ENSG00000234409	AC006547.14	4	321309	321809
ENSG00000184307	ZDHHC23	20	24023	24523
ENSG00000184304	PRKD1	9	479458	479958
ENSG00000113196	HAND1	13	649786	650286
ENSG00000143727	ACP1	19	909316	909816
ENSG00000124103	FAM209A	17	773667	774167
ENSG00000168071	CCDC88B	7	258173	258673
ENSG00000167701	GPT	19	518083	518583
ENSG00000188647	PTAR1	15	237575	238075
ENSG00000167703	SLC43A2	14	942414	942914
ENSG00000167702	KIFC2	1	974729	975229
ENSG00000167705	RILP	13	916948	917448
ENSG00000165389	SPTSSA	22	652499	652999
ENSG00000150510	FAM124A	19	679004	679504
ENSG00000189306	RRP7A	15	593501	594001
ENSG00000189308	LIN54	22	505460	505960
ENSG00000008323	PLEKHG6	8	935880	936380
ENSG00000119979	FAM45A	15	47745	48245
ENSG00000111796	KLRB1	12	897337	897837
ENSG00000158615	PPP1R15B	16	483201	483701
ENSG00000166136	NDUFB8	10	210575	211075
ENSG00000123191	ATP7B	20	396999	397499
ENSG00000185875	THNSL1	11	662550	663050
ENSG00000242114	MTFP1	14	768124	768624
ENSG00000184838	PRR16	9	581305	581805
ENSG00000169862	CTNND2	12	385294	385794
ENSG00000143842	SOX13	1	945250	945750
ENSG00000136274	NACAD	18	332772	333272
ENSG00000169860	P2RY1	4	180983	181483
ENSG00000178538	CA8	17	434693	435193
ENSG00000068489	PRR11	18	674901	675401
ENSG00000183570	PCBP3	4	11554	12054
ENSG00000102786	INTS6	16	555536	556036
ENSG00000166922	SCG5	21	653542	654042
ENSG00000102780	DGKH	22	789144	789644
ENSG00000235878	AP001468.1	9	681328	681828
ENSG00000181481	RNF135	5	830852	831352
ENSG00000131831	RAI2	1	631686	632186
ENSG00000163938	GNL3	22	926370	926870
ENSG00000168259	DNAJC7	9	963094	963594
ENSG00000182117	NOP10	11	890720	891220
ENSG00000163472	TMEM79	14	772018	772518
ENSG00000173531	MST1	3	394611	395111
ENSG00000163933	RFT1	18	46392	46892
ENSG00000163930	BAP1	6	301204	301704
ENSG00000163931	TKT	13	176683	177183
ENSG00000186160	CYP4Z1	17	767023	767523
ENSG00000167996	FTH1	18	943777	944277
ENSG00000168255	POLR2J3	8	112355	112855
ENSG00000105835	NAMPT	6	482289	482789
ENSG00000048740	CELF2	13	178272	178772
ENSG00000187642	C1ORF170	7	53966	54466
ENSG00000109805	NCAPG	22	434327	434827
ENSG00000108175	ZMIZ1	17	794707	795207
ENSG00000176853	FAM91A1	21	912997	913497
ENSG00000164104	HMGB2	15	536865	537365
ENSG00000167992	VWCE	21	152502	153002
ENSG00000124486	USP9X	18	881002	881502
ENSG00000136295	TTYH3	15	169014	169514
ENSG00000136297	MMD2	5	684969	685469
ENSG00000108179	PPIF	19	765777	766277
ENSG00000183579	ZNRF3	3	196930	197430
ENSG00000015479	MATR3	1	215628	216128
ENSG00000204060	FOXO6	17	922729	923229
ENSG00000134590	FAM127A	16	240037	240537
ENSG00000204065	TCEAL5	12	164605	165105
ENSG00000119661	DNAL1	1	385658	386158
ENSG00000015475	BID	17	501987	502487
ENSG00000240694	PNMA2	9	271155	271655
ENSG00000237651	C2ORF74	20	659247	659747
ENSG00000171282	BAHCC1	11	329709	330209
ENSG00000141428	C18ORF21	15	611027	611527
ENSG00000183092	BEGAIN	21	69354	69854
ENSG00000183091	NEB	5	761349	761849
ENSG00000071575	TRIB2	16	544785	545285
ENSG00000183098	GPC6	6	295187	295687
ENSG00000141424	SLC39A6	2	668171	668671
ENSG00000187650	VMAC	12	716564	717064
ENSG00000162739	SLAMF6	22	908759	909259
ENSG00000161558	TMEM143	17	268229	268729
ENSG00000162889	MAPKAPK2	20	455807	456307
ENSG00000142459	EVI5L	16	505640	506140
ENSG00000123609	NMI	7	535656	536156
ENSG00000162881	OXER1	16	39637	40137
ENSG00000162736	NCSTN	8	447091	447591
ENSG00000162735	PEX19	16	435844	436344
ENSG00000162882	HAAO	19	384114	384614
ENSG00000196177	ACADSB	6	422778	423278
ENSG00000083750	RRAGB	11	994169	994669
ENSG00000187193	MT1X	10	407872	408372
ENSG00000139767	SRRM4	5	290740	291240
ENSG00000165702	GFI1B	22	587377	587877
ENSG00000132000	PODNL1	15	115707	116207
ENSG00000142405	NLRP12	21	383054	383554
ENSG00000132002	DNAJB1	1	265364	265864
ENSG00000165704	HPRT1	3	631363	631863
ENSG00000090266	NDUFB2	14	70556	71056
ENSG00000204314	ENSG00000204314	6	480436	480936
ENSG00000169855	ROBO1	9	538524	539024
ENSG00000127337	YEATS4	1	98991	99491
ENSG00000167969	ECI1	21	877902	878402
ENSG00000167968	DNASE1L2	14	702329	702829
ENSG00000169851	PCDH7	8	990278	990778
ENSG00000115963	RND3	18	867002	867502
ENSG00000167964	RAB26	12	968259	968759
ENSG00000167967	E4F1	4	111811	112311
ENSG00000101204	CHRNA4	20	392897	393397
ENSG00000183323	CCDC125	9	160117	160617
ENSG00000167962	ZNF598	11	532418	532918
ENSG00000204839	MROH6	4	642984	643484
ENSG00000179958	DCTPP1	8	686683	687183
ENSG00000105663	WBP7	17	571422	571922
ENSG00000092841	MYL6	7	146196	146696
ENSG00000180354	C7ORF41	2	731820	732320
ENSG00000180357	ZNF609	21	531408	531908
ENSG00000109771	LRP2BP	10	194412	194912
ENSG00000180353	HCLS1	7	20595	21095
ENSG00000204311	DFNB59	9	897802	898302
ENSG00000166923	GREM1	4	515880	516380
ENSG00000162086	ZNF75A	20	24011	24511
ENSG00000188162	OTOG	7	99392	99892
ENSG00000249709	ZNF564	14	754336	754836
ENSG00000188167	TMPPE	13	749434	749934
ENSG00000158714	SLAMF8	3	896572	897072
ENSG00000079313	REXO1	4	551870	552370
ENSG00000080815	PSEN1	19	409834	410334
ENSG00000233024	ENSG00000233024	14	697711	698211
ENSG00000257218	ENSG00000257218	15	193942	194442
ENSG00000165832	TRUB1	2	70983	71483
ENSG00000185499	MUC1	8	875744	876244
ENSG00000139620	KANSL2	10	373695	374195
ENSG00000125834	STK35	7	447475	447975
ENSG00000122417	ODF2L	20	36341	36841
ENSG00000174243	DDX23	3	195383	195883
ENSG00000214265	SNURF	3	996616	997116
ENSG00000138386	NAB1	17	819480	819980
ENSG00000138381	ASNSD1	2	870048	870548
ENSG00000103495	MAZ	3	884740	885240
ENSG00000014257	ACPP	4	758235	758735
ENSG00000103494	RPGRIP1L	18	361242	361742
ENSG00000205334	AC074091.13	8	359697	360197
ENSG00000205336	GPR56	8	948779	949279
ENSG00000205339	IPO7	14	331260	331760
ENSG00000138622	HCN4	22	144859	145359
ENSG00000178537	SLC25A20	17	53116	53616
ENSG00000184708	EIF4ENIF1	6	558490	558990
ENSG00000005955	GGNBP2	19	226307	226807
ENSG00000103490	PYCARD	9	647639	648139
ENSG00000152583	SPARCL1	5	833765	834265
ENSG00000152582	SPEF2	7	312411	312911
ENSG00000170779	CDCA4	20	505600	506100
ENSG00000152580	IGSF10	10	296999	297499
ENSG00000198028	ZNF560	18	890506	891006
ENSG00000153989	NUS1	3	982500	983000
ENSG00000254656	RTL1	22	904713	905213
ENSG00000168763	CNNM3	11	621244	621744
ENSG00000224420	ADM5	9	46473	46973
ENSG00000158270	COLEC12	21	434573	435073
ENSG00000137656	BUD13	5	148194	148694
ENSG00000182963	GJC1	14	725053	725553
ENSG00000121764	HCRTR1	4	545954	546454
ENSG00000197530	MIB2	14	691986	692486
ENSG00000189091	SF3B3	1	659356	659856
ENSG00000099968	BCL2L13	11	763237	763737
ENSG00000060749	QSER1	13	392113	392613
ENSG00000198853	RUSC2	14	280212	280712
ENSG00000198851	CD3E	13	93729	94229
ENSG00000155754	ALS2CR11	21	69636	70136
ENSG00000198856	OSTC	6	698308	698808
ENSG00000198855	FICD	16	322705	323205
ENSG00000182054	IDH2	9	763295	763795
ENSG00000007237	GAS7	17	479224	479724
ENSG00000182050	MGAT4C	20	140869	141369
ENSG00000130921	C12ORF65	16	177294	177794
ENSG00000108091	CCDC6	17	196068	196568
ENSG00000140396	NCOA2	7	196491	196991
ENSG00000143643	TTC13	13	302280	302780
ENSG00000173442	EHBP1L1	5	871316	871816
ENSG00000169884	WNT10B	4	437041	437541
ENSG00000011201	KAL1	1	422682	423182
ENSG00000173110	HSPA6	19	535811	536311
ENSG00000173113	TRMT112	20	571860	572360
ENSG00000125347	IRF1	11	280578	281078
ENSG00000198586	TLK1	22	515926	516426
ENSG00000170145	SIK2	19	451455	451955
ENSG00000170144	HNRNPA3	5	540871	541371
ENSG00000170142	UBE2E1	13	785492	785992
ENSG00000168398	BDKRB2	13	619282	619782
ENSG00000232774	RP11-47I22.3	17	353249	353749
ENSG00000163964	PIGX	8	471096	471596
ENSG00000198938	MT-CO3	21	986979	987479
ENSG00000198939	ZFP2	6	93387	93887
ENSG00000164615	CAMLG	7	45594	46094
ENSG00000116688	MFN2	9	127081	127581
ENSG00000197982	C1ORF122	8	50795	51295
ENSG00000164610	RP9	9	630633	631133
ENSG00000164611	PTTG1	20	684038	684538
ENSG00000198931	APRT	10	888628	889128
ENSG00000198932	GPRASP1	12	249983	250483
ENSG00000198933	TBKBP1	7	12409	12909
ENSG00000198934	MAGEE1	13	257545	258045
ENSG00000140506	LMAN1L	12	354925	355425
ENSG00000198937	CCDC167	3	832447	832947
ENSG00000197445	C16ORF47	18	130640	131140
ENSG00000171813	PWWP2B	9	118504	119004
ENSG00000171817	ZNF540	14	276934	277434
ENSG00000197442	MAP3K5	15	796020	796520
ENSG00000258839	MC1R	17	811546	812046
ENSG00000171819	ANGPTL7	11	922523	923023
ENSG00000197448	GSTK1	9	131467	131967
ENSG00000088756	ARHGAP28	6	381298	381798
ENSG00000167925	GHDC	19	715700	716200
ENSG00000134917	ADAMTS8	8	507804	508304
ENSG00000169122	FAM110B	1	315197	315697
ENSG00000116285	ERRFI1	13	479732	480232
ENSG00000125691	RPL23	11	858624	859124
ENSG00000161551	ZNF577	15	261804	262304
ENSG00000110077	MS4A6A	4	69821	70321
ENSG00000110076	NRXN2	1	862291	862791
ENSG00000125166	GOT2	16	83134	83634
ENSG00000170365	SMAD1	8	385238	385738
ENSG00000170364	SETMAR	6	61623	62123
ENSG00000254901	MEF2BNB	9	442076	442576
ENSG00000110079	MS4A4A	15	615394	615894
ENSG00000235098	ANKRD65	6	599069	599569
ENSG00000134352	IL6ST	3	690457	690957
ENSG00000143553	SNAPIN	22	787627	788127
ENSG00000052802	MSMO1	4	933162	933662
ENSG00000166887	VPS39	17	495822	496322
ENSG00000162444	RBP7	13	756201	756701
ENSG00000143554	SLC27A3	10	590048	590548
ENSG00000159496	RGL4	5	128298	128798
ENSG00000074356	C17ORF85	22	245482	245982
ENSG00000198250	ANTXRL	6	918064	918564
ENSG00000116539	ASH1L	16	413208	413708
ENSG00000178531	CTXN1	15	314440	314940
ENSG00000256294	ZNF225	15	848416	848916
ENSG00000139160	METTL20	20	578416	578916
ENSG00000147246	HTR2C	6	560117	560617
ENSG00000228273	ENSG00000228273	14	420641	421141
ENSG00000239264	TXNDC5	5	607717	608217
ENSG00000161395	PGAP3	8	625918	626418
ENSG00000139168	ZCRB1	8	59089	59589
ENSG00000117481	NSUN4	22	808164	808664
ENSG00000117480	FAAH	7	425355	425855
ENSG00000125037	EMC3	6	831829	832329
ENSG00000152454	ZNF256	4	634710	635210
ENSG00000099901	RANBP1	7	94724	95224
ENSG00000214290	C11ORF93	12	601016	601516
ENSG00000099904	ZDHHC8	21	749637	750137
ENSG00000218891	ZNF579	9	811315	811815
ENSG00000106125	FAM188B	18	489290	489790
ENSG00000173535	TNFRSF10C	13	326024	326524
ENSG00000156587	UBE2L6	2	579252	579752
ENSG00000204882	GPR20	17	930794	931294
ENSG00000179195	ZNF664	9	554735	555235
ENSG00000102158	MAGT1	16	673769	674269
ENSG00000091164	TXNL1	8	986006	986506
ENSG00000153560	UBP1	16	244224	244724
ENSG00000153561	RMND5A	20	65964	66464
ENSG00000197912	SPG7	5	258369	258869
ENSG00000155975	VPS37A	16	526414	526914
ENSG00000136153	LMO7	21	941506	942006
ENSG00000135114	OASL	13	16439	16939
ENSG00000135392	DNAJC14	8	818728	819228
